代號	名稱	標的代號	標的名稱	股數／單位數	投資比率(%)
98639466	群益全民成長樂退組合A(累積型-新台幣)	LU1041600930	摩根基金-環球債券收益基金 - JPM環球債券收益(美元)	152392.263	6.27
98639466	群益全民成長樂退組合A(累積型-新台幣)	LU0219454633	MFS全盛基金系列-MFS全盛全球股票基金 I1(美元)	37338.885	5.51
98639466	群益全民成長樂退組合A(累積型-新台幣)	LU0248060658	摩根基金 - 美國價值基金 - JPM美國價值(美元) - I股(	39498.928	4.34
98639466	群益全民成長樂退組合A(累積型-新台幣)	LU0545039389	貝萊德全球股票收益基金A2美元	531937.88	4.19
98638771	群益全球優先順位高收益債券A(累積型-新台幣)	USU88030BE70	THC 5.125 11/01/27		3.3
98638771	群益全球優先順位高收益債券A(累積型-新台幣)	USG9371KAF78	VMED 4.5 08/15/30		1.72
98638771	群益全球優先順位高收益債券A(累積型-新台幣)	USU0073MAA81	ADT 4.125 08/01/29		1.7
98638771	群益全球優先順位高收益債券A(累積型-新台幣)	XS1814546013	TCGR 3.875 05/02/25		1.56
98638771	群益全球優先順位高收益債券A(累積型-新台幣)	US00253XAB73	AAL 5.75 04/20/29		1.53
98638104	群益全球地產入息A(累積型-新台幣)	US74340W1036	PROLOGIS INC		6.65
98638104	群益全球地產入息A(累積型-新台幣)	US4642877397	ISHARES US REAL ESTATE ET	10000	6.08
98638104	群益全球地產入息A(累積型-新台幣)	US76169C1009	Rexford Industrial Realty		5.46
98638104	群益全球地產入息A(累積型-新台幣)	US8288061091	賽門物業集團		4.99
98638104	群益全球地產入息A(累積型-新台幣)	US3137451015	Federal Realty		4.81
98637266	群益全球新興收益債券-A(累積型-新台幣)	LU0063729296	貝萊德亞洲老虎債券基金A2美元	9000	5.18
98637266	群益全球新興收益債券-A(累積型-新台幣)	US71654QCC42	PEMEX 6.75 09/21/47		4.69
98637266	群益全球新興收益債券-A(累積型-新台幣)	USY7138AAF76	PERTIJ 5.625 05/20/43		4.54
98637266	群益全球新興收益債券-A(累積型-新台幣)	XS2053566068	AFREXI 3.994 09/21/29		4.25
98637266	群益全球新興收益債券-A(累積型-新台幣)	IE00B2NPKV68	ISHARES JPM USD EM BND US	3000	4.23
98638390	群益全球特別股收益A(累積型-新台幣)	US11135F2002	AVGO 8 09/30/22		3.47
98638390	群益全球特別股收益A(累積型-新台幣)	US1730802014	C Float 10/30/40		2.99
98638390	群益全球特別股收益A(累積型-新台幣)	US00123Q8078	AGNC 6 1/2 PERP		1.82
98638390	群益全球特別股收益A(累積型-新台幣)	US00775V1044	AEGON 5.1 12/15/49		1.77
98638390	群益全球特別股收益A(累積型-新台幣)	US0605056821	BAC 7 1/4 PERP		1.76
98639597	群益全球策略收益金融債券A(累積型-新台幣)	XS1423777215	SRENVX 5.625 08/15/52		4.28
98639597	群益全球策略收益金融債券A(累積型-新台幣)	US026874DM66	AIG 5.75 04/01/48		4.25
98639597	群益全球策略收益金融債券A(累積型-新台幣)	US65339KBK51	NEE 5.65 05/01/79		4.08
98639597	群益全球策略收益金融債券A(累積型-新台幣)	US29379VBN29	EPD 5.25 08/16/77		3.87
98639597	群益全球策略收益金融債券A(累積型-新台幣)	USG4637HAB45	HSBC 10.176 PERP		3.78
98637401	群益全球關鍵生技-新臺幣	US91324P1021	UNITEDHEALTH GROUP		8.91
98637401	群益全球關鍵生技-新臺幣	US00287Y1091	ABBVIE		5.39
98637401	群益全球關鍵生技-新臺幣	US60855R1005	MOLINA HEALTHCARE INC		4.93
98637401	群益全球關鍵生技-新臺幣	US5324571083	LILLY (ELI) & CO		4.07
98637401	群益全球關鍵生技-新臺幣	US0028241000	ABBOTT LABORATORIES		3.97
19339782	群益創新科技	8069	元太	3000000	8.16
19339782	群益創新科技	3037	欣興	1370000	6.42
19339782	群益創新科技	2330	台積電	440000	4.9
19339782	群益創新科技	3529	力旺	110000	3.74
19339782	群益創新科技	3189	景碩	880000	3.68
98637052	群益印巴雙星	BRVALEACNOR0	VALE SA		6.32
98637052	群益印巴雙星	INE090A01021	ICICI Bank Ltd		5.67
98637052	群益印巴雙星	INE002A01018	RELIANCE INDUSTRIES LIMIT		4.97
98637052	群益印巴雙星	BRPETRACNPR6	PETROBRAS-PETROLEO BRAS-P		4.66
98637052	群益印巴雙星	INE040A01034	HDFC BANK LIMITED		3.85
98637168	群益印度中小-新臺幣	INE090A01021	ICICI Bank Ltd		5.8
98637168	群益印度中小-新臺幣	INE009A01021	INFOSYS TECHNOLOGIES LTD		4.84
98637168	群益印度中小-新臺幣	INE935N01020	Dixon Technologies Ltd.		3.6
98637168	群益印度中小-新臺幣	INE670A01012	TATA ELXSI LTD		3.56
98637168	群益印度中小-新臺幣	INE002A01018	RELIANCE INDUSTRIES LIMIT		3.4
98637097	群益多利策略組合	IE00B4QX9925	PIMCO多元收益債券基金-機構H級類別(累積股份)-美元	66793.893	17.12
98637097	群益多利策略組合	LU0468140883	摩根投資基金 - 環球高收益債券基金 - JPM環球高收益	4097.309	11.56
98637097	群益多利策略組合	LU0219455101	MFS全盛基金系列-MFS全盛全球高收益基金 I1(美元)	3065	9.14
98637097	群益多利策略組合	IE00BD3WXT34	野村基金(愛爾蘭系列)-美國高收益債券基金(TI美元類股	5345.1302	8.9
98637097	群益多利策略組合	LU0370790650	富達基金-亞洲高收益基金(Y類股份累計股份-美元)	28990.49	6.52
98636788	群益多重收益組合	IE00B4QX9925	PIMCO多元收益債券基金-機構H級類別(累積股份)-美元	49268.561	9.41
98636788	群益多重收益組合	LU0149983909	瀚亞投資-美國優質債券基金A(美元)	44179.703	8.29
98636788	群益多重收益組合	LU0106258741	施羅德環球基金系列 - 環球企業債券 C 類股份 - 累積	56225.64	7.56
98636788	群益多重收益組合	IE00B3CLHY41	PIMCO全球投資級別債券基金-機構H級類別(累積股份)	35881.276	7.43
98636788	群益多重收益組合	IE00B23XCZ83	法盛─盧米斯賽勒斯債券基金I/A USD	34843.365	6.4
98636750	群益多重資產組合	US78462F1030	SPDR TRUST SERIES 1	15000	10.73
98636750	群益多重資產組合	18480065	安聯台灣科技	1161057.9	9.27
98636750	群益多重資產組合	IE0009532239	駿利亨德森資產管理基金 - 駿利亨德森美國40基金 I2	83985.962	9.2
98636750	群益多重資產組合	LU0119620416	摩根士丹利環球品牌基金	23877.538	7.7
98636750	群益多重資產組合	US81369Y6059	Financial Select Sector S	114000	7.28
98637211	群益大中華雙力優勢-新臺幣	KYG216771363	中國建築國際		4.44
98637211	群益大中華雙力優勢-新臺幣	2330	台積電	20000	3.74
98637211	群益大中華雙力優勢-新臺幣	CNE000001G87	長江電力		3.72
98637211	群益大中華雙力優勢-新臺幣	CNE000001B33	招商銀行		3.08
98637211	群益大中華雙力優勢-新臺幣	BMG684371393	太平洋航運		3.01
98638014	群益大印度-新臺幣	INE009A01021	INFOSYS TECHNOLOGIES LTD		7.57
98638014	群益大印度-新臺幣	INE002A01018	RELIANCE INDUSTRIES LIMIT		6.29
98638014	群益大印度-新臺幣	INE090A01021	ICICI Bank Ltd		5.91
98638014	群益大印度-新臺幣	INE001A01036	HOUSING DEVELOPMENT FINAN		4.13
98638014	群益大印度-新臺幣	INE467B01029	TATA CONSULTANCY SVCS LTD		4.09
98636763	群益奧斯卡	3529	力旺	56000	7.46
98636763	群益奧斯卡	6781	AES-KY	66000	6.22
98636763	群益奧斯卡	3653	健策	216000	5.95
98636763	群益奧斯卡	5269	祥碩	46000	5.64
98636763	群益奧斯卡	2344	華邦電	2366000	5.63
98636718	群益安家	A10108	110年度甲類第8期中央政府建設公債		7.22
98636718	群益安家	2330	台積電	69000	6.11
98636718	群益安家	3037	欣興	115000	4.28
98636718	群益安家	2454	聯發科	23000	3.66
98636718	群益安家	A07107	第107-7 期甲A券政府公債		2.94
98637466	群益工業國入息A(累積型-新台幣)	US65339F1012	NextEra Energy Inc		3.74
98637466	群益工業國入息A(累積型-新台幣)	US92343V1044	VERIZON COMMUNICATION INC		3.41
98637466	群益工業國入息A(累積型-新台幣)	GB0009895292	ASTRAZENECA		3.4
98637466	群益工業國入息A(累積型-新台幣)	US7427181091	寶鹼公司		2.94
98637466	群益工業國入息A(累積型-新台幣)	US4781601046	JOHNSON & JOHNSON		2.9
18037845	群益平衡王	A01105	101年度甲類第五期中央政府公債		5.12
18037845	群益平衡王	A08107	108年度甲類第7期中央政府建設公債		5.12
18037845	群益平衡王	58711	中租控股股份有限公司中華民國境內第一次無擔保轉換公		4.46
18037845	群益平衡王	6271	同欣電	140000	4.13
18037845	群益平衡王	6187	萬潤	280000	3.93
20081352	群益店頭市場	3529	力旺	160000	7.31
20081352	群益店頭市場	3653	健策	660000	6.24
20081352	群益店頭市場	3661	世芯-KY	228000	6.07
20081352	群益店頭市場	6187	萬潤	1600000	5.43
20081352	群益店頭市場	3141	晶宏	1160000	5.36
98636861	群益新興金鑽-新臺幣	2330	台積電	87000	7.09
98636861	群益新興金鑽-新臺幣	KR7005930003	SAMSUNG ELECTRONICS		5.65
98636861	群益新興金鑽-新臺幣	KYG875721634	騰訊		4.72
98636861	群益新興金鑽-新臺幣	2308	台達電	110000	3.66
98636861	群益新興金鑽-新臺幣	US01609W1027	阿里巴巴集團		2.65
98637130	群益東協成長-新臺幣	SG1L01001701	DBS GROUP HOLDINGS LTD		7.29
98637130	群益東協成長-新臺幣	SG1M31001969	UNITED OVERSEAS BANK LTD		5.92
98637130	群益東協成長-新臺幣	ID1000109507	中亞銀行		5.58
98637130	群益東協成長-新臺幣	SG1S04926220	OVERSEA-CHINESE BANKING C		5.12
98637130	群益東協成長-新臺幣	VN0FUEVFVND5	VFMVN DIAMOND ETF	1850000	4.77
98637010	群益東方盛世	2330	台積電	57000	7.33
98637010	群益東方盛世	JP3902900004	東京三菱金融集團		4.03
98637010	群益東方盛世	KYG875721634	騰訊		3.89
98637010	群益東方盛世	JP3571400005	TOKYO ELECTRON LTD		3.81
98637010	群益東方盛世	INE002A01018	RELIANCE INDUSTRIES LIMIT		3.4
98637909	群益深証中小100	CNE100001526	比亞迪		5.68
98637909	群益深証中小100	CNE100000TP3	立訊精密		5.13
98637909	群益深証中小100	CNE1000005P7	寧波銀行		3.65
98637909	群益深証中小100	CNE100001RQ3	牧原股份		3.53
98637909	群益深証中小100	CNE100002BR3	恩捷股份		3.4
98639090	群益潛力收益多重資產A(累積型-新台幣)	US4642885135	ISHARES IBOXX HIGH YLD CO	260500	9.46
98639090	群益潛力收益多重資產A(累積型-新台幣)	US92189F4375	VanEck Vectors墜落天使	360000	4.81
98639090	群益潛力收益多重資產A(累積型-新台幣)	US4642886877	iShares Preferred and Inc	275000	4.33
98639090	群益潛力收益多重資產A(累積型-新台幣)	US81369Y6059	Financial Select Sector S	245000	4.16
98639090	群益潛力收益多重資產A(累積型-新台幣)	US0378331005	蘋果電腦		3.58
98637621	群益環球金綻雙喜A(累積型-新台幣)	US78464A3591	SPDR BBG BARC CONVERTIBLE	240000	19.93
98637621	群益環球金綻雙喜A(累積型-新台幣)	LU0468140883	摩根投資基金 - 環球高收益債券基金 - JPM環球高收益	80000	19.27
98637621	群益環球金綻雙喜A(累積型-新台幣)	US78462F1030	SPDR TRUST SERIES 1	21000	10.02
98637621	群益環球金綻雙喜A(累積型-新台幣)	LU0149084633	摩根士丹利環球可轉換債券基金 A 美元	96000.002	6.15
98637621	群益環球金綻雙喜A(累積型-新台幣)	LU0119620416	摩根士丹利環球品牌基金	26740.746	5.75
17147605	群益真善美	A05104	105年度甲類第4期中央政府建設公債		11.68
17147605	群益真善美	58711	中租控股股份有限公司中華民國境內第一次無擔保轉換公		5.05
17147605	群益真善美	A09107	109年度甲類第7期中央政府建設公債		4.59
17147605	群益真善美	3661	世芯-KY	31000	3.87
17147605	群益真善美	2603	長榮	228000	3.8
98637399	群益美國新創亮點-新臺幣	US0378331005	蘋果電腦		8.41
98637399	群益美國新創亮點-新臺幣	US5949181045	MICROSOFT CORP		8.37
98637399	群益美國新創亮點-新臺幣	US02079K3059	ALPHABET 公司		6.31
98637399	群益美國新創亮點-新臺幣	US0231351067	亞馬遜網路書店		5.41
98637399	群益美國新創亮點-新臺幣	US81369Y6059	Financial Select Sector S	16500	3.78
98638327	群益臺灣加權單日反向1倍	97978525	群益安穩貨幣市場	1237447.6	18.23
98637036	群益華夏盛世-新臺幣	CNE100003662	寧德時代		5.88
98637036	群益華夏盛世-新臺幣	CNE0000018R8	貴州茅台		5.11
98637036	群益華夏盛世-新臺幣	2330	台積電	550000	4.9
98637036	群益華夏盛世-新臺幣	KYG875721634	騰訊		3.94
98637036	群益華夏盛世-新臺幣	CNE000001G87	長江電力		3.65
98636804	群益葛萊美	2330	台積電	155000	5.56
98636804	群益葛萊美	3661	世芯-KY	87000	5.56
98636804	群益葛萊美	6781	AES-KY	65000	5.04
98636804	群益葛萊美	3037	欣興	329000	4.96
98636804	群益葛萊美	8046	南電	157000	4.89
98638518	群益道瓊美國地產ETF	US74340W1036	PROLOGIS INC		7.63
98638518	群益道瓊美國地產ETF	US03027X1000	AMERICAN TOWER CORP		7.4
98638518	群益道瓊美國地產ETF	US22822V1017	CROWN CASTLE INTL CORP		5.04
98638518	群益道瓊美國地產ETF	US29444U7000	Equinix Inc		4.48
98638518	群益道瓊美國地產ETF	US74460D1090	PUBLIC STORAGE INC		3.85
98638267	群益那斯達克生技	US0311621009	AMGEN		11.08
98638267	群益那斯達克生技	US3755581036	GILEAD SCIENCES INC		7.37
98638267	群益那斯達克生技	US75886F1075	REGENERON PHARMACEUTICAL		6.29
98638267	群益那斯達克生技	US92532F1003	VERTEX PHARMACEUTICALS		5.63
98638267	群益那斯達克生技	US4523271090	ILLUMINA INC		4.95
98638182	群益金選報酬平衡A(累積型-新台幣)	US78464A3591	SPDR BBG BARC CONVERTIBLE	9000	7.54
98638182	群益金選報酬平衡A(累積型-新台幣)	US46435G1022	iShares可轉換債券ETF	7000	6.35
98638182	群益金選報酬平衡A(累積型-新台幣)	US92857WBQ24	VOD 7 04/04/79		3.67
98638182	群益金選報酬平衡A(累積型-新台幣)	XS1974522937	COGARD 7.25 04/08/26		3.66
98638182	群益金選報酬平衡A(累積型-新台幣)	US71568QAE70	PLNIJ 5.45 05/21/2028		3.61
81591434	群益長安	2330	台積電	190000	7.35
81591434	群益長安	2454	聯發科	104000	7.23
81591434	群益長安	3037	欣興	350000	5.69
81591434	群益長安	8046	南電	140000	4.7
81591434	群益長安	2368	金像電	900000	4.65
97984293	群益馬拉松	2330	台積電	1110000	7.15
97984293	群益馬拉松	2454	聯發科	590000	6.83
97984293	群益馬拉松	6187	萬潤	4000000	5.85
97984293	群益馬拉松	3707	漢磊	3700000	4.24
97984293	群益馬拉松	3037	欣興	1500000	4.06
98638997	聯博中國A股-A2類型(新台幣)	CNE100003662	CONTEMPORARY AMPEREX TECHN SZHK		3.51
98638997	聯博中國A股-A2類型(新台幣)	CNE0000018R8	KWEICHOW MOUTAI CO LTD CC		3.09
98638997	聯博中國A股-A2類型(新台幣)	CNE100000R26	TANGSHAN PORT GROUP CO LTD- CC		2.77
98638997	聯博中國A股-A2類型(新台幣)	CNE000001B33	CHINA MERCHANTS BANK CC		2.66
98638997	聯博中國A股-A2類型(新台幣)	CNE1000022F3	GUOTAI JUNAN SECURITIES CO LTD		2.46
98637701	聯博全球高收益債券-T2類型(新台幣)	US91282CDF59	US TREASURY 1.375% 31OCT2028		1.96
98637701	聯博全球高收益債券-T2類型(新台幣)	US91282CCJ80	US TREASURY 0.875% 30JUN2026		1.55
98637701	聯博全球高收益債券-T2類型(新台幣)	LU1037946685	AB SICAV I - EURO HIGH YIELD P	1088189.3	1.17
98637701	聯博全球高收益債券-T2類型(新台幣)	LU1467538259	AB SICAV I-ASIA INC OP PO-S	146563.676	1.14
98637701	聯博全球高收益債券-T2類型(新台幣)	US30711XDN12	FANNIE MAE - CAS SER C05 CL 2B FRN 25JAN2029		0.62
98637589	聯博多重資產傘型之聯博亞太多重資產-A2類型(新台幣)	LU1035779187	AB FCP I GLOBAL HIGH YIELD P	77432.156	13.74
98637589	聯博多重資產傘型之聯博亞太多重資產-A2類型(新台幣)	SG2D32970329	ISHARES J.P. MORGAN USD ASIA C - ETF	377685	9.35
98637589	聯博多重資產傘型之聯博亞太多重資產-A2類型(新台幣)	98638404	聯博新興亞洲收益-AA類型(美元)	217978.93	6.4
98637589	聯博多重資產傘型之聯博亞太多重資產-A2類型(新台幣)	SG9999002026	ABF PAN ASIA BOND INDEX ETF	19420	5.47
98637589	聯博多重資產傘型之聯博亞太多重資產-A2類型(新台幣)	US4642885135	ISHARES IBOXX HIGH YLD CORP BOND ETF	23584	4.72
98637587	聯博多重資產傘型之聯博歐洲多重資產-A2類型(新台幣)	LU1005415135	AB SICAV I EURO HIGH YIELD P	839425.454	16.75
98637587	聯博多重資產傘型之聯博歐洲多重資產-A2類型(新台幣)	LU1069345848	AB FCP I GLOBAL HIGH YIELD P	933327.125	13.89
98637587	聯博多重資產傘型之聯博歐洲多重資產-A2類型(新台幣)	DE000A1PHFF7	HUGO BOSS		1.93
98637587	聯博多重資產傘型之聯博歐洲多重資產-A2類型(新台幣)	IE00B66F4759	ISHARES EURO HY CORPORATE BOND UCITS ETF	11762	1.86
98637587	聯博多重資產傘型之聯博歐洲多重資產-A2類型(新台幣)	AT0000969985	AT&S AUSTRIA TECHNOLOGIE & SYS		1.82
97997635	聯博大利	3037	欣興	270000	9.66
97997635	聯博大利	2330	台積電	105000	8.93
97997635	聯博大利	2454	聯發科	40000	6.11
97997635	聯博大利	5871	中租-KY	158970	5.62
97997635	聯博大利	2303	聯電	693000	5.08
98637430	聯博收益傘型之聯博債券收益組合-A2類型(新台幣)	LU1035778965	AB FCP I - SHORT DURATION BOND	148284.047	20.63
98637430	聯博收益傘型之聯博債券收益組合-A2類型(新台幣)	LU1035779856	AB FCP I AMERICAN INCOME POR	122025.434	17.37
98637430	聯博收益傘型之聯博債券收益組合-A2類型(新台幣)	LU1675837683	AB SICAV I GLOBAL PLUS FIXED	86252.04	14.77
98637430	聯博收益傘型之聯博債券收益組合-A2類型(新台幣)	LU1467538259	AB SICAV I-ASIA INC OP PO-S	64489.35	9.84
98637430	聯博收益傘型之聯博債券收益組合-A2類型(新台幣)	LU1035781837	AB FCP I MORTGAGE INCOME POR	60083.029	7.76
98637432	聯博收益傘型之聯博多元資產收益組合-A2類型(新台幣)	LU1035779856	AB FCP I AMERICAN INCOME POR	3755300.91	17.16
98637432	聯博收益傘型之聯博多元資產收益組合-A2類型(新台幣)	LU0683601370	AB SICAV I SELECT US EQUITY	1979692.279	7
98637432	聯博收益傘型之聯博多元資產收益組合-A2類型(新台幣)	LU1808995291	AB SICAV I - LOW VOLATILITY EQ	1123370.764	6.74
98637432	聯博收益傘型之聯博多元資產收益組合-A2類型(新台幣)	LU1035773818	AB FCP I GLOBAL VALUE PORTFO	1106778.021	6.37
98637432	聯博收益傘型之聯博多元資產收益組合-A2類型(新台幣)	LU1035776670	AB SICAV I EUROPEAN EQUITY P	653764.013	4.49
98638402	聯博新興亞洲收益-A2類型(新台幣)	US912810EM63	US TREASURY N/B 7.25% 15AUG2022		3.27
98638402	聯博新興亞洲收益-A2類型(新台幣)	US9128282S88	US TREASURY N/B 1.625% 31AUG2022		2.66
98638402	聯博新興亞洲收益-A2類型(新台幣)	XS2051055908	CHINALCO CAPITAL HOLDING (REG) (REG S) VAR PERP 31DEC2049		1.73
98638402	聯博新興亞洲收益-A2類型(新台幣)	XS1590508153	ICBCIL FINANCE CO LTD SER EMTN (REG) (REG S) 3.375% 05APR2022		1.7
98638402	聯博新興亞洲收益-A2類型(新台幣)	XS1711550456	HUARONG FINANCE 2017 CO SER EMTN (REG) (REG S) VAR PERP 29DEC2049		1.59
98637325	聯博新興市場企業債券-A2類型(新台幣)	MX0MGO0000R8	(DIRTY)MEXICO (UTD STATES OF) SER M 7.75% 13NOV2042		2.56
98637325	聯博新興市場企業債券-A2類型(新台幣)	EGBGR02931F6	EGYPT GOVERNMENT BOND SER 5YR 14.369% 20OCT2025		2.15
98637325	聯博新興市場企業債券-A2類型(新台幣)	US040114HT09	ARGENTINA (REP OF) SER * (REG) STP 09JUL2035		2.12
98637325	聯博新興市場企業債券-A2類型(新台幣)	USG9T27HAD62	VEDANTA RESOURCES SER REGS (REG S) 8.95% 11MAR2025		1.41
98637325	聯博新興市場企業債券-A2類型(新台幣)	USY00130VS35	ADANI PORTS AND SPECIAL SER REGS (REG) (REG S) 4.2% 04AUG2027		1.39
98640396	聯博美國傘型之聯博美國多重資產收益-A2類型(新台幣)	US46435G1022	ISHARES CONVERTIBLE BOND ETF - ETF	553054	7.51
98640396	聯博美國傘型之聯博美國多重資產收益-A2類型(新台幣)	US78464A3591	SPDR BLOOMBERG CONVERTIBLE ETF	595602	7.47
98640396	聯博美國傘型之聯博美國多重資產收益-A2類型(新台幣)	US4642875987	ISHARES TR RUSSELL1000VAL	166248	4.46
98640396	聯博美國傘型之聯博美國多重資產收益-A2類型(新台幣)	US46435G4745	ISHARES FALLEN ANGELS USD BOND ETF	869290	4.02
98640396	聯博美國傘型之聯博美國多重資產收益-A2類型(新台幣)	US92189F4375	VANECK FALLEN ANGEL HIGH YIE ETF	791277	4.01
98640405	聯博美國傘型之聯博美國成長入息-A2類型(新台幣)	US02079K1079	ALPHABET INC		8.39
98640405	聯博美國傘型之聯博美國成長入息-A2類型(新台幣)	US5949181045	MICROSOFT CORP		8.3
98640405	聯博美國傘型之聯博美國成長入息-A2類型(新台幣)	US0231351067	AMAZON COM INC COM USD0.01		4.88
98640405	聯博美國傘型之聯博美國成長入息-A2類型(新台幣)	US92826C8394	VISA INC COM CL A		4.7
98640405	聯博美國傘型之聯博美國成長入息-A2類型(新台幣)	US7475251036	QUALCOMM INC		4.22
98638576	聯博美國高收益債券-A2類型(新台幣)	IE00B4PY7Y77	ISHARES USD HIGH YIELD CORP BOND UCITS E	4353	1.84
98638576	聯博美國高收益債券-A2類型(新台幣)	USU12501BM05	CCO HLDGS LLC/CAP CORP SER MAY (REG) (REG S) 4.5% 01JUN2033		1.73
98638576	聯博美國高收益債券-A2類型(新台幣)	XS2079032483	ARD FINANCE SA SER REGS (REG) (REGS) 5% 30/06/2027		1.01
98638576	聯博美國高收益債券-A2類型(新台幣)	USU60050AA61	MILEAGE PLUS HLDINGS LLC SER REGS (REG) (REG S) 6.5% 20JUN2027		0.97
98638576	聯博美國高收益債券-A2類型(新台幣)	USG3165UAA90	C&W SR FINANCING DESIGNA SER REGS (REG) (REG S) 6.875% 15SEP2027		0.88
98639734	聯邦2022年到期新興亞洲債券-美金	XS2049886174	SHUGRP 4.15 09/17/22		3.18
98639734	聯邦2022年到期新興亞洲債券-美金	USY70750BT30	POHANG 2 3/8 11/12/22		2.84
98639734	聯邦2022年到期新興亞洲債券-美金	XS1644429695	HAOHUA 3 1/2 07/19/22		2.84
98639734	聯邦2022年到期新興亞洲債券-美金	USY0606WBU37	BBLTB 3 7/8 09/27/22		2.73
98639734	聯邦2022年到期新興亞洲債券-美金	US251526BL24	DB 3.3 11/16/22		2.6
98640289	聯邦2023年到期全球ESG優質債券-A類型(新臺幣)	USN84413CM88	SYNNVX 4.441 04/24/23		4.8
98640289	聯邦2023年到期全球ESG優質債券-A類型(新臺幣)	US71654QCD25	PEMEX 4 5/8 09/21/23		4.66
98640289	聯邦2023年到期全球ESG優質債券-A類型(新臺幣)	XS2072933778	AFRFIN 3 3/4 10/30/29		4.53
98640289	聯邦2023年到期全球ESG優質債券-A類型(新臺幣)	US00774MAF23	AER 4 1/8 07/03/23		4.52
98640289	聯邦2023年到期全球ESG優質債券-A類型(新臺幣)	XS0955024236	IOCLIN 5 3/4 08/01/23		4.47
98639109	聯邦2024年到期新興市場債券-美元	XS1090889947	TATAIN 5.95 07/31/24		2.51
98639109	聯邦2024年到期新興市場債券-美元	USY7136YAA83	PGASIJ 5 1/8 05/16/24		2.46
98639109	聯邦2024年到期新興市場債券-美元	USY7140DAA82	PLBIII 4 7/8 10/01/24		2.46
98639109	聯邦2024年到期新興市場債券-美元	XS1120608713	KEBHNB 4 1/4 10/14/24		2.46
98639109	聯邦2024年到期新興市場債券-美元	XS1143390679	NTPCIN 4 3/8 11/26/24		2.45
18496290	聯邦中國龍	3006	晶豪科	122000	6.84
18496290	聯邦中國龍	2330	台積電	23000	5.43
18496290	聯邦中國龍	3037	欣興	53000	5.26
18496290	聯邦中國龍	2454	聯發科	12000	5.09
18496290	聯邦中國龍	5388	中磊	147000	4.15
98640847	聯邦低碳目標多重資產-A累積型(新臺幣)	US1729674242	CITIGROUP INC		3.79
98640847	聯邦低碳目標多重資產-A累積型(新臺幣)	US0378331005	APPLE INC		3.78
98640847	聯邦低碳目標多重資產-A累積型(新臺幣)	US00287Y1091	ABBVIE INC		3.61
98640847	聯邦低碳目標多重資產-A累積型(新臺幣)	JP3902900004	MITSUBISHI UFJ FINANCIAL GRO		3.27
98640847	聯邦低碳目標多重資產-A累積型(新臺幣)	US02079K3059	ALPHABET INC-CL A		3.02
13984587	聯邦優勢策略全球債券組合	LU0801099465	瀚亞投資-亞洲高收益債券基金A美元	93504.148	15.59
13984587	聯邦優勢策略全球債券組合	US33738D3098	第一信託優先貸款ETF	16000	11.42
13984587	聯邦優勢策略全球債券組合	LU0351440994	施羅德環球基金系列－亞洲可轉換債券(美元)A1-累積	4990.81	11.2
13984587	聯邦優勢策略全球債券組合	98637867	統一中國高收益債券-累積型(新台幣)	2049200.25	10.48
13984587	聯邦優勢策略全球債券組合	98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	2086830.65	9.17
98638418	聯邦全球高息策略-A類型(新臺幣)	US0378331005	APPLE INC		4.12
98638418	聯邦全球高息策略-A類型(新臺幣)	CA45823T1066	INTACT FINANCIAL CORP		2.59
98638418	聯邦全球高息策略-A類型(新臺幣)	JP3435000009	SONY GROUP CORP		2.56
98638418	聯邦全球高息策略-A類型(新臺幣)	US26441C2044	DUKE ENERGY CORP		2.51
98638418	聯邦全球高息策略-A類型(新臺幣)	CH0038863350	NESTLE SA-REG		2.49
98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	USY39694AA51	INDYIJ 5 7/8 11/09/24		5.12
98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	USY7758EEC13	SHTFIN 5.95 10/24/22		4.39
98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	XS2348238259	HONGQI 6 1/4 06/08/24		4.33
98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	XS1574820921	CHNAAR 4.7 03/08/22		4.32
98638070	聯邦永騰亞洲高收益債券-A類型(新臺幣)	XS1991398352	CARINC 8 7/8 05/10/22		4.32
98637453	聯邦環太平洋平衡-A類型(新臺幣)	US0378331005	APPLE INC		3.45
98637453	聯邦環太平洋平衡-A類型(新臺幣)	2330	台積電	12000	3.38
98637453	聯邦環太平洋平衡-A類型(新臺幣)	US69370RAD98	PERTIJ 3.65 07/30/29		3.29
98637453	聯邦環太平洋平衡-A類型(新臺幣)	US82460EAN04	SHNHAN 4 04/23/29		2.75
98637453	聯邦環太平洋平衡-A類型(新臺幣)	XS1852235586	BBRIIJ 4 5/8 07/20/23		2.69
17597236	聯邦精選科技	3006	晶豪科	122000	6.11
17597236	聯邦精選科技	3037	欣興	65000	5.76
17597236	聯邦精選科技	2330	台積電	25000	5.27
17597236	聯邦精選科技	2344	華邦電	435000	5.01
17597236	聯邦精選科技	2454	聯發科	13000	4.92
98636604	聯邦金鑽平衡	3035	智原	45000	4.77
98636604	聯邦金鑽平衡	8069	元太	80000	4.59
98636604	聯邦金鑽平衡	3037	欣興	45000	4.45
98636604	聯邦金鑽平衡	3529	力旺	6000	4.31
